"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"a","a",NA,"function_words",18,22.482538467094
"âam","âam","yum yum","other",16,59.242726915591
"âay","âay","ouch","other",16,16
"abajo","abajar","down","function_words",24,24.0353403549691
"abeja","abeja","bee","nouns",30,29.7485202993062
"abrir","abrir","open (action)","verbs",20,20.2341762734051
"abuela","abuelo","grandma","other",18,16.2013748968749
"abuelo","abuelo","grandpa","other",19,19.5394521684081
"acabar","acabar","finish","verbs",24,24.7083524020938
"acompaãar","acompaãar",NA,"verbs",30,28.8269255678283
"adentro","adentrar","inside","function_words",28,27.4313056015869
"afuera","aforar","out","function_words",24,25.7266227790468
"agarrar","agarrar",NA,"verbs",28,26.9701070778442
"agua","aguar","water (beverage)","nouns",16,16
"ahã","ahã","there","function_words",21,21.3107479824975
"allã","allã",NA,"function_words",26,26.1859978900456
"almohada","almohada","pillow","nouns",24,23.671982539212
"amarillo","amarillo","yellow","adjectives",30,28.3196830764248
"amiga","amiga",NA,"other",29,27.6386043949489
"amigo","amigar",NA,"other",26,27.6020646160089
"animal","animal","animal","nouns",24,25.2045502674741
"apagar","apagar","turn off","verbs",24,23.8909083152851
"âpum","âpum","bang","other",18,20.3217386364503
"aquã","aquã","here","function_words",24,23.3816803806855
"araãa","araãa","spider","nouns",24,22.4743722136626
"ãrbol","ãrbol","tree","nouns",24,22.2612674579317
"aretes","arete","earrings","nouns",24,26.1886074095738
"arriba","arribar","up","function_words",24,23.882382087856
"arroz","arroz","rice","nouns",22,22.6636594433553
"asã","asã",NA,"function_words",25,25.0364039887101
"ãsta","ãsta","this","function_words",24,26.2388854766372
"ãste","ãste","this","function_words",22,25.1298503268846
"atãºn","atãºn",NA,"nouns",27,26.6783536271353
"atole","atole","atole","nouns",29,27.9768242645069
"atrãs","atrãs","back (location)","function_words",29,28.3656183344233
"aventar","aventar","throw","verbs",28,27.317979429514
"aviãn","aviãn","airplane","nouns",19,20.6579179931484
"ayudar","ayudar","help","verbs",26,26.2886996651526
"azãºcar","azãºcar",NA,"nouns",24,23.4427026421955
"azul","azul","blue","adjectives",28,27.4469415987546
"baão","baão","bathroom","nouns",19,20.3763014811446
"babero","babero","bib","nouns",26,24.6227752430638
"bacinica","bacinica","potty","nouns",25,27.1745274392719
"bailar","bailar","dance","verbs",22,22.5957833913213
"bandera","bandera",NA,"nouns",29,27.6853384355777
"barco","barco","boat","nouns",27,26.6853557795038
"barrer","barrer",NA,"verbs",25,25.4654913497131
"basura","basura","trash","nouns",21,20.8104537515632
"bebã","bebã","baby","other",17,16
"besar","besar",NA,"verbs",24,24.2919184321826
"besitos","besitos","kiss","other",18,18.5693884803685
"bicicleta","bicicleta","bicycle","nouns",24,23.8011461601063
"bien","bien",NA,"function_words",25,26.5338412616083
"bigote","bigote","mustache","nouns",30,28.3034011454658
"boca","boca","mouth","nouns",19,18.5077275355174
"bonita","bonito","pretty","adjectives",24,24.7828299792805
"borrego","borrego","lamb","nouns",27,27.7758312346442
"botãn","botãn","button","nouns",24,23.9731780409278
"botas","botas","boots","nouns",26,26.4680226699194
"bravo","bravo",NA,"other",17,16
"brazo","brazo","arm","nouns",24,24.0533561838453
"brincar","brincar","jump","verbs",24,23.658249277621
"bueno","bueno",NA,"adjectives",24,27.0528933946081
"burro","burro","donkey","nouns",24,24.1514424082915
"buscar","buscar",NA,"verbs",26,26.7874768369506
"caballo","caballo","horse","nouns",19,19.6088111144648
"cabeza","cabeza","head","nouns",19,19.5068850305019
"cachete","cachete","cheek","nouns",24,25.3162932569965
"cafã","cafã","coffee","nouns",24,24.1512441682498
"caja","caja","box","nouns",24,23.6869255132894
"cajãn","cajãn","drawer","nouns",25,26.5180279477264
"calabaza","calabaza",NA,"nouns",30,29.2227558712723
"calcetãn","calcetãn","sock","nouns",22,20.4604532186699
"caliente","calentar","hot","adjectives",21,21.1774666721591
"calle","callar",NA,"other",19,19.1638309490016
"calzãn","calzãn","underpants","nouns",22,21.7244259211462
"cama","cama","bed","nouns",19,19.7944199671362
"caminar","caminar","walk","verbs",24,24.4657685507464
"camisa","camisa",NA,"nouns",25,25.3502609675689
"cãmo","cãmo","how","function_words",30,29.7565498099236
"canasta","canasta",NA,"nouns",30,30.2473658782383
"cansado","cansar","tired","adjectives",30,28.7435662076871
"cantar","cantar","sing","verbs",24,23.7895896859713
"cara","caro","face","nouns",23,21.6929841323727
"cargar","cargar",NA,"verbs",29,27.1878150934227
"carne","carne","meat","nouns",21,20.9490789816948
"carreola","carreola","stroller","nouns",30,29.0557195128215
"casa","casar",NA,"other",21,20.1108409578916
"cassette","cassette",NA,"nouns",27,27.9220487903834
"cenar","cenar","eat dinner","verbs",29,28.7067314282452
"cepillo","cepillar","brush (object)","nouns",22,21.49024402379
"cerillos","cerillo",NA,"nouns",27,26.8261061357832
"cerrar","cerrar","close","verbs",24,25.0138031587841
"chãcharo","chãcharo",NA,"nouns",30,29.1669873200914
"champãº","champãº",NA,"nouns",24,23.3152678319486
"chancla","chancla",NA,"nouns",24,25.5556449279527
"chicle","chicle",NA,"nouns",23,22.0657508209849
"chico","chico","little (description)","adjectives",28,28.3223860471324
"chile","chile","chili","nouns",22,20.9932315282168
"chocolate","chocolate",NA,"nouns",22,21.2306646851151
"cielo","cielo","sky","nouns",24,24.4385496057407
"cigarros","cigarro","cigarette","nouns",30,29.5826153037781
"cine","cine",NA,"other",30,30.0298372487781
"circo","circo",NA,"other",28,27.3208541354775
"cobija","cobijar","blanket","nouns",24,23.5594722460951
"cocina","cocinar","kitchen","nouns",24,24.4774175276388
"colores","colores",NA,"nouns",25,24.6763542043159
"columpio","columpiar","swing (object)","nouns",26,25.7537980845293
"comida","comida","food","nouns",19,20.8578553752808
"comprar","comprar",NA,"verbs",25,25.3185022449591
"con","con",NA,"function_words",30,28.3650830928204
"conejo","conejo","bunny","nouns",24,23.8277263769242
"correr","correr","run","verbs",24,24.0738770957294
"cortar","cortar",NA,"verbs",29,28.1541097954379
"cosquillitas","cosquillitas","tickle","other",25,25.630499471338
"crayolas","crayolas",NA,"nouns",30,29.1999160274374
"cuacuã","cuacuã","quack quack","other",24,23.5978481741283
"cuãl","cuãl","which (question)","function_words",30,29.3403030492918
"cuarto","cuarto","room","nouns",24,24.294683178461
"cubeta","cubeta",NA,"nouns",24,24.8515124705437
"cuchara","cuchara","spoon","nouns",22,20.8153932567587
"cuchillo","cuchillo","knife","nouns",24,24.6147468701985
"cuna","cunar","crib","nouns",24,22.472346747494
"dãa","dãa","day","other",30,29.8347043378838
"dãnde","dãnde","where (question)","function_words",27,27.7956315799255
"dar","dar","give","verbs",24,23.6333199925559
"de","de",NA,"function_words",29,28.9176171378003
"dedo","dedo","finger","nouns",21,20.4536450727641
"desayunar","desayunar","eat breakfast","verbs",29,28.4196041803606
"despierto","despertar",NA,"adjectives",27,27.0119348575313
"dibujar","dibujar","draw","verbs",27,27.2942777963717
"dientes","dientes","tooth","nouns",21,20.8721380573091
"dinero","dinero","money","nouns",22,21.2751791918984
"doctor","doctor",NA,"other",27,25.0585642494546
"doler","doler","hurt (action)","verbs",24,24.4776096237693
"dulce","dulce","candy","nouns",19,19.7226613440545
"durazno","durazno",NA,"nouns",30,29.6648694112456
"duro","durar",NA,"adjectives",27,27.0559094729594
"elefante","elefante","elephant","nouns",24,24.2118225521748
"ella","él","her","function_words",27,26.2868821010657
"elote","elote",NA,"nouns",25,25.314346430911
"empujar","empujar","push","verbs",30,29.3961032354218
"en","en",NA,"function_words",30,28.7718961094152
"encontrar","encontrar",NA,"verbs",30,29.0037811854611
"enfermo","enfermar","sick","adjectives",28,28.0566726944324
"enojado","enojar","angry","adjectives",26,27.2984911879336
"entrar","entrar",NA,"verbs",27,27.841483913143
"esa","ese","that","function_words",26,25.9124886705604
"escaleras","escalera","stairs","nouns",24,25.0376902450699
"escoba","escoba","broom","nouns",24,22.9819880441909
"escribir","escribir","write","verbs",27,27.4709306949426
"escuela","escuela",NA,"other",24,23.1752402484754
"ese","ese","that","function_words",22,22.6568891570787
"eso","ese","that","function_words",26,27.0442073892924
"espejo","espejar","mirror","nouns",26,25.4241407005212
"estrella","estrellar","star","nouns",25,25.5978493949218
"estufa","estufar","stove","nouns",26,26.3111160913939
"falda","falda","skirt","nouns",27,28.1220606774039
"feliz","feliz",NA,"adjectives",30,31.0357329375489
"feo","feo","ugly","adjectives",24,24.3346965093371
"fiesta","fiesta",NA,"other",24,25.226096199164
"flor","flor","flower","nouns",24,22.7439100705658
"foca","foca",NA,"nouns",28,28.2048582890506
"fotos","foto","photos","nouns",24,22.8728602819465
"frão","frão","cold","adjectives",22,22.8319316091008
"fresa","fresar",NA,"nouns",27,26.8282559020126
"frijoles","fríjol","beans","nouns",24,23.1280570357077
"fuchi","fuchi","yucky","adjectives",19,18.8407623468155
"fuego","fuego",NA,"nouns",30,29.3695946256733
"galleta","galleta","cookie","nouns",19,17.6280783197554
