"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"flugzeug","flugzeug","airplane","nouns",23,22.3951162916436
"frãhstãck","frãhstãck","breakfast","other",25,24.5344917463326
"frau","frau","lady","other",25,24.6944616566927
"freund","freund","friend","other",29,27.2501929436771
"frosch","frosch","frog","nouns",23,23.7867314265746
"fuãball","fuãball",NA,"nouns",25,24.7408047509576
"fuchs","fuchs","fox","nouns",29,27.4940799354051
"gabel","gabel","fork","nouns",23,22.135298582289
"gans","gans","goose","nouns",29,27.7911498090832
"garage","garage","garage","nouns",28,27.8266514048458
"garten","garen","garden","nouns",25,24.7387237216699
"geben","geben","give","verbs",25,25.1661912588036
"gehen","gehen","walk","verbs",25,24.7841888841725
"gelb","gelb","yellow","adjectives",26,25.8312658108036
"geschenk","geschenk","present","nouns",25,25.7986975206505
"geschichte","geschichte",NA,"nouns",29,28.5175138801575
"gesicht","gesicht","face","nouns",26,26.3920747533524
"giraffe","giraffe","giraffe","nouns",25,24.5482287412446
"glas","glas","glass","nouns",25,24.3383770002422
"grãn","grãn","green","adjectives",26,25.4346703959109
"gras","gras","grass","nouns",26,25.4674098208622
"groã","groã","big","adjectives",24,23.7024627790643
"gucken","gucken","watch (action)","verbs",23,23.9261475915844
"gummibãrchen","gummibãrchen",NA,"nouns",25,25.9103808241758
"gut","gut","good","adjectives",26,24.9850906960765
"haare","haare","hair","nouns",21,20.5897083652612
"haben","haben","have","verbs",23,22.8028567166922
"hallo","hallo","hello","other",18,18
"halten","halten","hold","verbs",29,27.3419382196319
"hammer","hammer","hammer","nouns",24,24.4592149329245
"hand","hand","hand","nouns",22,21.5084945471972
"handschuhe","handschuhe","gloves","nouns",26,25.2419208074232
"handtuch","handtuch","towel","nouns",25,24.2468496790578
"hãren","hãren","hear","verbs",26,26.2537345986742
"hart","hart","hard","adjectives",29,28.4456889347642
"hase","hase","bunny","nouns",21,20.6939089627892
"hauen","hauen","hit","verbs",25,25.2729383976469
"hausschuhe","hausschuhe",NA,"nouns",23,23.8784431368421
"heiã","heiã","hot","adjectives",18,18
"heizung","heizung",NA,"nouns",28,27.6921677266178
"helfen","helfen","help","verbs",25,24.4549640127993
"hemd","hemd","shirt","nouns",28,27.1427955727203
"herd","herd","stove","nouns",28,27.1168268816009
"heute","heute","today","other",29,27.8585652009799
"hier","hier","here","function_words",26,25.8414839893254
"himmel","himmel","sky","nouns",26,25.1611383739129
"hinter","hinter",NA,"function_words",30,29.8744463870193
"hoch","hoch","high","adjectives",26,24.9860293294842
"honig","honig","honey","nouns",25,25.9428771367321
"hose","hose","pants","nouns",21,20.5392768337749
"hubschrauber","hubschrauber",NA,"nouns",25,24.8249569536398
"huhn","huhn","chicken (animal)","nouns",23,23.6748764872699
"hund","hund","dog","nouns",22,20.9243664889046
"ich","ich",NA,"function_words",24,23.5424662703831
"igel","igel","hedgehog","nouns",23,24.3167412311982
"in","in","in","function_words",29,28.2577693361276
"ist","sein",NA,"function_words",29,27.5768153693234
"ja","ja","yes","other",18,18
"jacke","jacke","jacket","nouns",22,20.9848663740985
"jeans","jeans","jeans","nouns",29,28.5277661617647
"jetz","jetz","now","other",28,26.982177082086
"joghurt","joghurt","yogurt","nouns",22,22.2233036165194
"junge","junge","boy","other",23,24.1563263116877
"kãche","kãche","kitchen","nouns",23,23.6586990264454
"kãfer","kãfer","bug","nouns",26,25.4742435148747
"kaffee","kaffee","coffee","nouns",23,23.6581032454619
"kãhlschrank","kãhlschrank","refrigerator","nouns",26,25.7395011946376
"kakao","kakao","cacao","nouns",24,24.2882116756547
"kãken","kãken","chick","nouns",29,27.7372055365749
"kalt","kalt","cold","adjectives",22,22.0598021400958
"kamera","kamera","camera","nouns",29,29.1207829677269
"kamm","kamm","comb (object)","nouns",26,26.4152852065005
"kann","können","can (auxiliary)","function_words",29,27.9653601878819
"kaputt","kaputt","broken","adjectives",21,21.4733401735454
"kartoffeln","kartoffeln",NA,"nouns",23,23.2411498954926
"kãse","kãse","cheese","nouns",21,21.1020782477314
"kãssen","kãssen","kiss","verbs",25,25.0483037717456
"katze","katze","cat","nouns",21,20.3783130879322
"kaufen","kaufen","buy","verbs",25,25.02465768601
"kein","kein","no","function_words",28,27.1790209169782
"keine","kein","no","function_words",29,28.4606960654557
"keiner","kein","no","function_words",30,29.7370923056629
"keks","keks","cookie","nouns",20,19.5572482353862
"kind","kind","child","other",22,23.1316338829613
"kindergarten","kindergarten","kindergarten","other",25,24.8909200219451
"kinn","kinn","chin","nouns",29,27.5114047640738
"kirche","kirche","church","other",29,28.7799472289797
"kissen","kissen","pillow","nouns",23,23.9316388323784
"kitzeln","kitzeln","tickle","verbs",25,24.78366530378
"klatschen","klatschen","clap","verbs",26,25.3246395506866
"klebrig","klebrig",NA,"adjectives",29,29.1834137520042
"kleckern","kleckern","spill","verbs",26,26.610529879305
"kleid","kleid","dress (object)","nouns",29,27.4570628850529
"klein","klein","little (description)","adjectives",24,24.2631596331697
"klettern","klettern","climb","verbs",28,26.3209198617076
"knete","knete",NA,"nouns",28,28.1215426947816
"knie","knien","knee","nouns",23,24.748918198776
"kochen","kochen",NA,"verbs",25,25.394907678699
"kopf","kopf","head","nouns",22,22.4540922679478
"korb","korb",NA,"nouns",28,26.7605532895651
"krank","kranken","sick","adjectives",26,25.9854266740402
"kriegen","kriegen","get","verbs",30,28.9319901297242
"krokodil","krokodil","crocodile","nouns",25,24.8081315997205
"kuchen","kuchen","cake","nouns",22,22.1786310926321
"kuh","kuh","cow","nouns",21,20.5723218833327
"kuscheln","kuscheln",NA,"verbs",25,24.6267885357852
"lachen","lachen","laugh","verbs",26,25.6587887509044
"lãffel","lãffel","spoon","nouns",21,21.6367197859432
"lampe","lampe","lamp","nouns",23,23.0230090812435
"langsam","langsam","slow","adjectives",28,27.4344526961739
"lastwagen","lastwagen","truck","nouns",24,24.2471111464605
"lãtzchen","lãtzchen","bib","nouns",24,24.4530059034349
"laufen","laufen","walk","verbs",25,23.9431537206444
"laut","laut","loud","adjectives",25,24.1946027176035
"lãwe","lãwe","lion","nouns",24,24.1997586460569
"lecken","lecken","lick","verbs",29,27.7223891658087
"leer","leeren","empty","adjectives",25,25.4466950373565
"leiter","leiter","ladder","nouns",26,25.3571077664898
"lesen","lesen","read","verbs",26,25.1704522794775
"licht","licht","light (object)","nouns",23,22.1077884758898
"lippen","lippen",NA,"nouns",29,27.2431752223865
"luftballon","luftballon","balloon","nouns",24,23.0450695457157
"machen","machen","make","verbs",25,24.7962865404284
"mãdchen","mãdchen","girl","other",23,24.3481611389443
"mãde","mãde","tired","adjectives",24,23.4812480562873
"mãhre","mãhre",NA,"nouns",25,24.6556050957394
"malen","malen","draw","verbs",22,22.4013591790643
"mãll","mãll","trash","nouns",22,21.4750617195703
"mãllabfuhr","mãllabfuhr",NA,"nouns",28,26.7339617810666
"mãlleimer","mãlleimer",NA,"nouns",25,25.0060494689766
"mama","mama","mommy","other",18,18
"mann","mann","man","other",23,22.4422655440904
"marmelade","marmelade","jam","nouns",25,24.1564477878752
"mãsli","mãsli","cereal","nouns",30,28.1839011054315
"mãtze","mãtze","hat","nouns",22,21.1830306931298
"maulwurf","maulwurf",NA,"nouns",29,28.4115266656531
"maus","maus","mouse","nouns",21,20.9667732393712
"medizin","medizin","medicine","nouns",29,28.0761177783623
"mehr","mehr","more","function_words",23,22.942637687884
"mein","meinen","my","function_words",23,22.0035234088225
"meiner","meiner","mine","function_words",25,24.1709643008406
"melone","melone",NA,"nouns",29,28.6580816873991
"mensch","mensch","man","other",30,29.0831221701881
"messer","messer","knife","nouns",22,22.1498750425996
"mich","mich","me","function_words",30,28.9581636927021
"milch","milch","milk","nouns",21,19.9597099288306
"mir","sich","me","function_words",30,29.2953311361749
"mit","mit","with","function_words",23,22.9123814024814
"mittag","mittag",NA,"other",29,28.5832053086586
"mittagessen","mittagessen","lunch","other",26,25.5185792064444
"mond","mond","moon","nouns",21,21.3857581545523
"morgen","morgen","tomorrow","other",28,26.4927489514051
"motorrad","motorrad","motorcycle","nouns",25,24.1874764796572
"mund","mund","mouth","nouns",21,20.2940745839781
"muss","muss",NA,"function_words",29,28.5133388825929
"nach","nach","after","other",29,30.2217691040695
"nacht","nacht","night","other",29,28.0039303384418
"nachtisch","nachtisch",NA,"nouns",29,28.8005178928054
"nagel","nagel","nail (object)","nouns",29,28.0144999372856
"nase","nase","nose","nouns",19,19.4105838500834
"nass","nass","wet (description)","adjectives",20,20.0079436745217
"nãsse","nãsse",NA,"nouns",29,28.328264199596
"nehmen","nehmen","take","verbs",26,26.4656564834974
"nein","nein","no","other",18,18
"neu","neu","new","adjectives",26,25.3280698235846
"nicht","nicht","not","function_words",26,26.1121771484252
"nichts","nichts","nothing","function_words",30,29.593448538066
"nilpferd","nilpferd","hippopotamus","nouns",29,28.4944734819454
"nudeln","nudeln","pasta","nouns",22,21.2781165053223
"oben","oben",NA,"function_words",23,22.9382145088882
"ohr","ohr","ear","nouns",20,19.6842219287114
"oma","oma","grandma","other",18,18
"onkel","onkel","uncle","other",29,27.4795907702347
"opa","opa","grandpa","other",18,18
"orange","orange","orange (description)","adjectives",29,29.1514478512287
"papa","papa","daddy","other",18,18
"papier","papier","paper","nouns",25,24.4666485771926
"passen","passen",NA,"verbs",29,28.5977484411501
"penis","penis","penis","nouns",25,26.1021796249928
"pfannkuchen","pfannkuchen","pancake","nouns",29,28.0634234945978
"pferd","pferd","horse","nouns",23,22.3472168722174
"pinguin","pinguin","penguin","nouns",25,26.1362121929242
"pizza","pizza","pizza","nouns",23,24.281263333998
"polizei","polizei",NA,"other",26,25.5983453251062
"pommes","pommes",NA,"nouns",25,24.8078439562449
"popo","popo","butt","nouns",19,18.8528267139634
"pudding","pudding","pudding","nouns",25,25.9260530960337
"pullover","pullover","sweater","nouns",23,23.3105079654772
"puppe","puppe","doll","nouns",19,19.1230781592378
"puppenwagen","puppenwagen",NA,"nouns",28,26.7836672547355
"pusten","pusten","blow","verbs",25,24.9250140622428
"puzzle","puzzle",NA,"nouns",26,25.4185747569584
"radio","radio","radio","nouns",28,26.6083573289953
"rasenmãher","rasenmãher",NA,"nouns",26,26.5562133785902
"reden","reden","talk","verbs",29,28.6644080565642
"regen","regen","rain","nouns",23,23.3666162281663
"reh","reh","deer","nouns",29,28.1491970315697
"rein","rein","inside","function_words",24,24.0296845631327
"reiten","reiten","ride","verbs",29,28.704170181596
"rot","rot","red","adjectives",26,24.6853898869137
"runter","runter",NA,"function_words",23,23.3093893190993
"rutsche","rutsche","slide (object)","nouns",22,22.0820360527378
"rutschen","rutschen",NA,"verbs",23,23.3225966035238
"saft","saft","juice","nouns",23,23.0471709628249
"sagen","sagen","say","verbs",28,27.3171540195672
"salz","salz",NA,"nouns",26,25.6513625936995
"sandkasten","sandkasten",NA,"nouns",25,24.8803663370313
"sauber","sauber","clean (description)","adjectives",23,23.388295905871
"schaf","schaf","sheep","nouns",23,22.9223324072027
"schal","schal","scarf","nouns",26,25.17300105418
"schãn","schãn","pretty","adjectives",26,26.3829105789053
"schãssel","schãssel","keys","nouns",28,26.7640733124152
"schãtteln","schãtteln","shake","verbs",29,28.9761154471101
"schãtten","schãtten",NA,"verbs",29,28.5043967127264
"schaufel","schaufel","shovel","nouns",23,23.4015181165817
"schaukel","schaukel","swing (object)","nouns",23,22.4488812106745
"schaukeln","schaukeln","swing (action)","verbs",23,23.1250565082241
"scheide","scheide","vagina","nouns",30,29.5545186072448
"schere","schere","scissors","nouns",25,24.4571293703846
"schiff","schiff","boat","nouns",23,23.4484373766037
"schildkrãte","schildkrãte","turtle","nouns",28,27.165245092595
"schlafanzug","schlafanzug","pajamas","nouns",25,24.7610359712097
"schlafen","schlafen","sleep","verbs",23,22.8324544758617
"schlafzimmer","schlafzimmer","bedroom","nouns",28,26.7162101491766
"schlagen","schlagen","hit","verbs",30,29.3222864869746
"schlange","schlange","snake","nouns",27,26.738897567943
"schlãssel","schlãssel","keys","nouns",22,21.6801151019106
"schlauch","schlauch",NA,"nouns",29,28.2629774625876
"schmecken","schmecken",NA,"verbs",28,27.2893277128457
"schmeiãen","schmeiãen","throw","verbs",28,26.8414009730815
"schmetterling","schmetterling","butterfly","nouns",26,25.0436339503119
"schmutzig","schmutzig","dirty","adjectives",24,24.2751465905438
"schnecke","schnecke",NA,"nouns",25,24.3093906282979
"schnee","schnee","snow","nouns",25,23.6532612082026
"schneemann","schneemann",NA,"nouns",26,26.2250189762478
"schneiden","schneiden",NA,"verbs",26,26.3078037614018
"schnell","schnellen","fast","adjectives",26,24.7554625421127
"schokolade","schokolade","chocolate","nouns",24,22.9907048223582
"schreiben","schreiben","write","verbs",29,28.0271230270417
"schublade","schublade","drawer","nouns",29,28.0088394012404
"schuh","schuh","shoe","nouns",19,18.838321979389
"schule","schule","school","other",26,26.5588890042439
"schulter","schulter",NA,"nouns",30,29.393391434388
"schwarz","schwarz","black","adjectives",29,28.4710250644576
"schwein","schwein","pig","nouns",23,23.1459171808308
"schwer","schwer","heavy","adjectives",25,24.6330525699927
"schwester","schwester","sister","other",29,28.882424086083
"schwimmen","schwimmen","swim","verbs",25,25.6788682544804
"sehen","sehen","see","verbs",26,25.5542608388664
"seife","seifen","soap","nouns",25,24.7835250318939
"sessel","sessel","armchair","nouns",28,27.0420949189606
"singen","singen","sing","verbs",25,24.2740201632751
"sitzen","sitzen","sit","verbs",23,22.858404790894
"so","so","like this","function_words",29,30.2759870122803
"soãe","soãe","sauce","nouns",26,25.7868352161402
"socken","socken","sock","nouns",23,22.1505982343736
"sofa","sofa","couch","nouns",25,24.50283879476
"sonne","sonne","sun","nouns",23,22.8797971025031
"spaghetti","spaghetti","spaghetti","nouns",28,27.4725807611849
"spãter","spãter","later","other",29,28.6663796946407
"spiel","spiel",NA,"nouns",26,25.1409954993152
"spielen","spielen","play","verbs",23,22.8630100141325
"spielplatz","spielplatz","playground","other",24,23.6778170920484
"spielzeug","spielzeug","toy (object)","nouns",28,26.6907674039203
"spinat","spinat","spinach","nouns",29,27.8391945896865
"spinne","spinne","spider","nouns",24,24.4456544323809
"springen","springen","jump","verbs",25,26.0402687292849
"spritzen","spritzen","splash","verbs",28,27.8445314695446
"stadt","stadt",NA,"other",28,27.8234900244747
"staubsauger","staubsauger","vacuum","nouns",25,24.2646194991662
"stehen","stehen","stand","verbs",28,26.6338851536216
"stein","stein","stone","nouns",23,22.6674141303412
"stellen","stellen","put","verbs",28,27.4446022760796
"sterne","sterne",NA,"nouns",24,23.7545895840525
"stiefel","stiefel","boots","nouns",25,25.2785447226362
"stift","stift","pen","nouns",23,23.5047063111875
"stock","stock","stick","nouns",25,24.9830569567038
"straãe","straãe","street","nouns",25,24.3469481348863
"strand","strand","beach","other",29,28.4259132258586
"strumpfhose","strumpfhose","tights","nouns",28,27.1052682613139
"stuhl","stuhl",NA,"nouns",22,21.3294626103226
"supermarkt","supermarkt",NA,"other",29,29.293664144395
"suppe","suppe","soup","nouns",25,24.8286330882497
"tag","tag",NA,"other",23,23.1126146761959
"tanken","tanken",NA,"verbs",28,27.8594267144183
"tankstelle","tankstelle",NA,"other",29,28.1657334128305
"tante","tante","aunt","other",28,27.4619909395724
"tanzen","tanzen","dance","verbs",25,24.227231492417
"tãr","tãr","door","nouns",21,21.1782563312619
"tasse","tasse","cup","nouns",23,22.6308058739709
"teddy","teddy","teddybear","nouns",19,19.0365181243693
"tee","tee","tea","nouns",20,20.7700744785207
"teilen","teilen",NA,"verbs",29,28.4783069978241
"telefon","telefon","telephone","nouns",23,22.8529795310611
"telefonieren","telefonieren","call on phone","other",25,24.756280133482
"teller","teller","plate","nouns",23,22.0559194203684
"terasse","terasse",NA,"nouns",30,30.3705186110435
"tier","tier","animal","nouns",25,25.2026034336301
"tiger","tiger","tiger","nouns",23,24.0048412207163
"tisch","tisch","table","nouns",22,21.7039004983116
"toast","toast","toast","nouns",26,25.77061734838
"tomate","tomate","tomato","nouns",23,23.0717554531505
"topf","topf",NA,"nouns",25,24.4240961020476
"tragen","tragen","carry","verbs",28,26.9202206818865
"traurig","traurig","sad","adjectives",28,27.0704761479971
"trecker","trecker","tractor","nouns",21,21.0081424143488
"treppe","treppe","stairs","nouns",23,23.538293971938
"treten","treten","kick","verbs",28,27.3245560333787
"trinken","trinken","drink (action)","verbs",22,21.5948408382765
"trocken","trocken","dry (description)","adjectives",26,26.4375979875909
"trocknen","trocknen","dry (action)","verbs",29,28.2475534679165
"tschãss","tschãss","bye","other",19,18.6115219543464
"tshirt","tshirt","shirt","nouns",26,25.6223361119667
"uhr","uhr","clock","nouns",22,20.6028405872439
"und","und",NA,"function_words",28,26.9175628882956
"unser","unser","our","function_words",30,29.6277139087988
"unter","unter","under","function_words",28,27.8719637730902
"unterhose","unterhose","pants","nouns",28,27.9541291412845
"verstecken","verstecken","hide","verbs",26,25.7772115472479
"viel","viel","many","function_words",25,25.4535236212578
"vogel","vogel","bird","nouns",22,22.3353289628451
"voll","voll","full","adjectives",26,25.3597777349403
"vorsichtig","vorsichtig","careful","adjectives",29,28.0217102838012
"wach","wach",NA,"adjectives",26,26.1181444095102
"wald","wald",NA,"other",28,27.1174540635623
"wange","wange","cheek","nouns",29,27.3283806122979
"warten","warten",NA,"other",26,25.5550270778078
"warten","warten",NA,"verbs",26,26.358204452824
"was","wer","what","function_words",28,26.9339734096402
"waschen","waschen","wash","verbs",23,23.8222158065114
"waschmaschine","waschmaschine","washing machine","nouns",28,26.711659067353
"wasser","wasser","water (beverage)","nouns",21,20.8109108482832
"weg","weg","away","function_words",23,23.8051189948862
"wegwerfen","wegwerfen","trash","verbs",28,27.1742010782341
"weiã","weiã","white","adjectives",29,28.0159466976658
"weich","weichen","soft","adjectives",29,27.530757238563
"weinen","weinen","cry","verbs",25,24.4223966833905
"weintrauben","weintrauben","grapes","nouns",25,25.9415196494064
"wer","wer","who","function_words",29,29.641339408351
"werfen","werfen","throw","verbs",28,26.6010112000904
"will","wollen",NA,"function_words",26,26.5733723691874
"wind","wind","wind","nouns",25,24.9321989255249
"windel","windel","diaper","nouns",23,22.6668653298758
"windig","windig",NA,"adjectives",30,29.013423971852
"wir","ich","we","function_words",30,29.3666564162713
"wischen","wischen","wipe","verbs",28,27.3265807968417
"wo","wo","where (question)","function_words",28,26.7202002595429
"wohnzimmer","wohnzimmer","living room","nouns",28,26.8846663730177
"wolf","wolf","wolf","nouns",29,30.0348750204044
"wolke","wolke","cloud","nouns",25,25.467418595924
"wurst","wurst",NA,"nouns",22,21.2511931102487
"zahn","zahn","tooth","nouns",23,22.3805792033042
"zahnbãrste","zahnbãrste","toothbrush","nouns",23,23.9560638119475
"zahnpasta","zahnpasta",NA,"nouns",25,25.325717497215
"zebra","zebra",NA,"nouns",28,27.4984471319175
"zeh","zeh","toe","nouns",25,25.7688183802368
"zeigen","zeigen","show","verbs",28,26.5802772766811
"ziehen","ziehen","pull","verbs",29,28.2143495745254
"zimmer","zimmer","room","nouns",25,24.4812830016936
"zoo","zoo","zoo","other",28,27.231114757541
"zu","zu",NA,"function_words",23,23.4955283054356
"zucker","zucker","sugar","nouns",25,25.4655523727486
"zudecken","zudecken","cover (action)","verbs",26,25.7109915133567
"zugucken","zugucken","watch (action)","verbs",26,26.4907597859475
"zuhãren","zuhãren",NA,"verbs",30,29.368893758613
"zumachen","zumachen","close","verbs",24,24.1143714840029
"zunge","zunge","tongue","nouns",25,25.206740341124
"zwieback","zwieback",NA,"nouns",29,28.3981098662641
"ãber","ãber","above","function_words",NA,30.6948766127087
"alle","all",NA,"function_words",NA,24.1284039224645
"an","an","to","function_words",NA,33.1941030523292
"anderer","ander","another","function_words",NA,30.9097433790524
"arm","arm",NA,"adjectives",NA,38.074947312113
"beeilen","beeilen","hurry","verbs",NA,30.2419809693569
"bei","bei","for","function_words",NA,29.7682095269125
"braun","braun",NA,"adjectives",NA,29.9864820093752
"dann","dann",NA,"function_words",NA,30.145338248508
"dãrfen","dãrfen",NA,"function_words",NA,31.4520094100597
"dasselbe","derselbe","same","function_words",NA,36.6458595639322
"denken","denken",NA,"verbs",NA,31.0162008573744
"dies","dies","this","function_words",NA,34.6419963790715
"diese","dies","this","function_words",NA,31.9511689348462
"er","ich","he","function_words",NA,32.1968004708833
"es","ich","it","function_words",NA,33.0539028875813
"euch","euch","you","function_words",NA,33.6311469733118
"fein","fein","fine","adjectives",NA,34.4596302028233
"fieã","fieã",NA,"adjectives",NA,37.094313131865
"froh","froh",NA,"adjectives",NA,32.0020691297447
"gestern","gestern","yesterday","other",NA,30.199785111732
"hof","hof","yard","nouns",NA,31.3069990556787
"ihm","ich","him","function_words",NA,35.1587741621743
"ihnen","ich","them","function_words",NA,40.7414327990306
"ihr","ihr","her","function_words",NA,34.4649727330795
"jagen","jagen",NA,"verbs",NA,32.8948509614828
"jeder","jed","beach","function_words",NA,34.0066355262185
"kãnnen","kãnnen","can (auxiliary)","function_words",NA,32.2337934106479
"kino","kino",NA,"other",NA,33.67703526393
"krankenschwester","krankenschwester",NA,"other",NA,31.7993069147709
"land","land","country","other",NA,31.9116407897741
"lang","langen",NA,"adjectives",NA,30.3221982780301
"mantel","mantel","coat","nouns",NA,30.0765098281543
"mãssen","mãssen",NA,"function_words",NA,31.3148466889833
"musst","musst",NA,"function_words",NA,30.124500306648
"neben","neben",NA,"function_words",NA,30.5410989198282
"nett","nett","nice","adjectives",NA,32.8688898301393
